case,hh_size,n_adult,n_child,age,sex_code,emp_code,eth_code,mar_code,region_code,tenure_code,lone_parent,educ_code,disp_income_week,eq_scale
1393,2.0,2.0,0.0,49.0,1.0,2.0,1.0,1.0,9.0,5.0,2.0,1.0,886.8176,1.5
1394,2.0,2.0,0.0,65.0,1.0,6.0,1.0,1.0,9.0,2.0,2.0,5.0,365.17,1.5
1395,4.0,4.0,0.0,50.0,1.0,2.0,1.0,1.0,12.0,5.0,2.0,1.0,1630.56,2.5
1396,2.0,1.0,1.0,43.0,2.0,2.0,1.0,7.0,3.0,5.0,1.0,7.0,394.27,1.5
1397,3.0,2.0,1.0,52.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,7.0,489.92,1.8
1398,4.0,2.0,2.0,44.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0,2.0,1290.3,2.1
1399,2.0,2.0,0.0,68.0,1.0,6.0,1.0,1.0,8.0,7.0,2.0,5.0,586.274,1.5
1400,2.0,2.0,0.0,67.0,1.0,6.0,1.0,1.0,4.0,3.0,2.0,7.0,516.704,1.5
1401,3.0,2.0,1.0,36.0,1.0,1.0,4.0,1.0,8.0,3.0,2.0,1.0,568.07,1.8
1402,1.0,1.0,0.0,71.0,1.0,6.0,1.0,4.0,8.0,1.0,2.0,,196.862,1.0
1403,2.0,2.0,0.0,30.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,825.0,1.5
1404,1.0,1.0,0.0,31.0,1.0,2.0,1.0,4.0,8.0,3.0,2.0,1.0,639.3768,1.0
1405,3.0,3.0,0.0,53.0,2.0,2.0,2.0,7.0,6.0,5.0,2.0,1.0,1213.4324,2.0
1406,3.0,3.0,0.0,51.0,1.0,2.0,1.0,1.0,8.0,5.0,2.0,2.0,1160.5,2.0
1407,2.0,2.0,0.0,30.0,1.0,2.0,1.0,3.0,8.0,5.0,2.0,5.0,890.34,1.5
1408,4.0,2.0,2.0,43.0,1.0,2.0,1.0,1.0,9.0,5.0,2.0,7.0,1022.29,2.1
1409,1.0,1.0,0.0,37.0,2.0,2.0,1.0,4.0,2.0,5.0,2.0,1.0,583.613,1.0
1410,1.0,1.0,0.0,66.0,2.0,1.0,1.0,6.0,8.0,7.0,2.0,7.0,479.572,1.0
1411,1.0,1.0,0.0,55.0,1.0,2.0,1.0,7.0,8.0,5.0,2.0,,697.5624,1.0
1412,3.0,3.0,0.0,47.0,2.0,2.0,1.0,3.0,4.0,5.0,2.0,5.0,869.1,2.0
1413,2.0,2.0,0.0,80.0,1.0,6.0,1.0,1.0,6.0,7.0,2.0,,256.734,1.5
1414,2.0,2.0,0.0,68.0,1.0,6.0,1.0,1.0,11.0,7.0,2.0,7.0,356.334,1.5
1415,2.0,2.0,0.0,50.0,1.0,2.0,1.0,1.0,8.0,7.0,2.0,,557.29,1.5
1416,1.0,1.0,0.0,36.0,1.0,4.0,1.0,4.0,5.0,3.0,2.0,2.0,923.15,1.0
1417,2.0,2.0,0.0,45.0,2.0,2.0,1.0,1.0,4.0,7.0,2.0,2.0,923.25,1.5
1418,2.0,2.0,0.0,27.0,2.0,2.0,1.0,3.0,6.0,5.0,2.0,7.0,574.8,1.5
1419,4.0,2.0,2.0,33.0,2.0,2.0,1.0,1.0,10.0,3.0,2.0,5.0,603.443,2.1
1420,3.0,2.0,1.0,26.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,676.853,1.8
1421,1.0,1.0,0.0,78.0,2.0,6.0,1.0,5.0,6.0,7.0,2.0,,305.072,1.0
1422,2.0,2.0,0.0,48.0,2.0,2.0,1.0,3.0,5.0,5.0,2.0,3.0,659.25,1.5
1423,2.0,2.0,0.0,75.0,1.0,6.0,1.0,1.0,4.0,7.0,2.0,,343.25,1.5
1424,2.0,2.0,0.0,60.0,1.0,2.0,1.0,3.0,5.0,7.0,2.0,2.0,738.052,1.5
1425,6.0,4.0,2.0,49.0,2.0,7.0,4.0,6.0,2.0,2.0,1.0,7.0,363.28,3.3
1426,1.0,1.0,0.0,45.0,1.0,2.0,1.0,7.0,1.0,3.0,2.0,6.0,307.0,1.0
1427,2.0,2.0,0.0,80.0,1.0,6.0,1.0,1.0,9.0,7.0,2.0,,412.864,1.5
1428,2.0,2.0,0.0,59.0,1.0,2.0,1.0,1.0,10.0,7.0,2.0,2.0,1033.89,1.5
1429,2.0,2.0,0.0,60.0,1.0,7.0,1.0,1.0,8.0,7.0,2.0,,469.722,1.5
1430,4.0,2.0,2.0,44.0,1.0,2.0,1.0,1.0,6.0,5.0,2.0,1.0,985.42,2.1
1431,1.0,1.0,0.0,75.0,2.0,6.0,1.0,5.0,6.0,1.0,2.0,,128.02,1.0
1432,4.0,2.0,2.0,41.0,1.0,2.0,3.0,1.0,5.0,5.0,2.0,,412.72,2.1
1433,5.0,2.0,3.0,33.0,1.0,2.0,3.0,1.0,7.0,3.0,2.0,3.0,412.2,2.4
1434,4.0,4.0,0.0,42.0,2.0,2.0,1.0,1.0,4.0,5.0,2.0,3.0,862.67,2.5
