case,hh_size,n_adult,n_child,age,sex_code,emp_code,eth_code,mar_code,region_code,tenure_code,lone_parent,educ_code,disp_income_week,eq_scale
2478,3.0,3.0,0.0,72.0,1.0,6.0,1.0,1.0,8.0,7.0,2.0,,389.572,2.0
2479,5.0,2.0,3.0,40.0,2.0,2.0,3.0,1.0,2.0,5.0,2.0,1.0,746.73,2.4
2480,3.0,3.0,0.0,64.0,1.0,7.0,1.0,1.0,2.0,7.0,2.0,7.0,1498.276,2.0
2481,1.0,1.0,0.0,75.0,2.0,6.0,1.0,4.0,11.0,7.0,2.0,,376.162,1.0
2482,1.0,1.0,0.0,49.0,2.0,2.0,1.0,4.0,6.0,5.0,2.0,1.0,959.96,1.0
2483,1.0,1.0,0.0,75.0,2.0,6.0,1.0,5.0,9.0,7.0,2.0,,193.85,1.0
2484,2.0,2.0,0.0,56.0,2.0,3.0,1.0,7.0,12.0,5.0,2.0,5.0,672.5,1.5
2485,2.0,2.0,0.0,62.0,1.0,7.0,1.0,1.0,3.0,7.0,2.0,1.0,675.88,1.5
2486,1.0,1.0,0.0,58.0,1.0,7.0,1.0,4.0,11.0,1.0,2.0,2.0,198.962,1.0
2487,2.0,2.0,0.0,57.0,2.0,7.0,1.0,6.0,11.0,1.0,2.0,,150.59,1.5
2488,2.0,2.0,0.0,62.0,2.0,2.0,1.0,1.0,4.0,7.0,2.0,6.0,932.3324,1.5
2489,2.0,2.0,0.0,52.0,1.0,2.0,1.0,6.0,3.0,5.0,1.0,2.0,844.72,1.5
2490,1.0,1.0,0.0,80.0,1.0,6.0,1.0,5.0,11.0,7.0,2.0,,134.022,1.0
2491,3.0,3.0,0.0,54.0,1.0,2.0,1.0,1.0,5.0,5.0,2.0,2.0,744.27,2.0
2492,1.0,1.0,0.0,73.0,2.0,6.0,1.0,4.0,11.0,1.0,2.0,,149.042,1.0
2493,4.0,2.0,2.0,29.0,2.0,3.0,1.0,3.0,9.0,5.0,2.0,3.0,538.16,2.1
2494,4.0,2.0,2.0,55.0,1.0,3.0,1.0,1.0,9.0,5.0,2.0,3.0,550.7144,2.1
2495,1.0,1.0,0.0,28.0,1.0,4.0,1.0,4.0,8.0,4.0,2.0,3.0,72.0,1.0
2496,3.0,2.0,1.0,43.0,2.0,2.0,1.0,6.0,2.0,5.0,1.0,2.0,445.31,2.0
2497,2.0,2.0,0.0,67.0,1.0,6.0,1.0,1.0,8.0,7.0,2.0,1.0,922.88,1.5
2498,1.0,1.0,0.0,32.0,1.0,2.0,1.0,4.0,2.0,3.0,2.0,5.0,668.12,1.0
2499,1.0,1.0,0.0,52.0,1.0,1.0,1.0,4.0,2.0,5.0,2.0,1.0,1630.56,1.0
2500,2.0,1.0,1.0,25.0,2.0,7.0,1.0,4.0,12.0,3.0,1.0,3.0,152.0,1.3
2501,3.0,2.0,1.0,55.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,,515.3,2.0
2502,2.0,2.0,0.0,72.0,1.0,6.0,1.0,1.0,8.0,7.0,2.0,,275.572,1.5
2503,2.0,2.0,0.0,73.0,1.0,6.0,1.0,1.0,6.0,7.0,2.0,,748.854,1.5
2504,1.0,1.0,0.0,67.0,1.0,6.0,1.0,6.0,9.0,7.0,2.0,1.0,477.95,1.0
2505,2.0,2.0,0.0,49.0,1.0,2.0,1.0,3.0,9.0,1.0,2.0,6.0,681.39,1.5
2506,3.0,2.0,1.0,55.0,1.0,2.0,1.0,1.0,9.0,5.0,2.0,4.0,602.6,1.8
2507,2.0,2.0,0.0,80.0,2.0,6.0,1.0,3.0,9.0,7.0,2.0,,544.824,1.5
2508,3.0,3.0,0.0,34.0,1.0,2.0,1.0,4.0,8.0,3.0,2.0,1.0,1630.56,2.0
2509,2.0,2.0,0.0,62.0,2.0,3.0,1.0,1.0,9.0,5.0,2.0,7.0,589.32,1.5
2510,1.0,1.0,0.0,54.0,2.0,3.0,1.0,5.0,8.0,7.0,2.0,4.0,415.67,1.0
2511,2.0,2.0,0.0,80.0,1.0,6.0,1.0,1.0,3.0,7.0,2.0,,441.924,1.5
2512,4.0,2.0,2.0,29.0,1.0,3.0,3.0,1.0,4.0,3.0,2.0,,359.19,2.1
2513,3.0,3.0,0.0,68.0,1.0,6.0,1.0,1.0,9.0,5.0,2.0,3.0,1344.51,2.0
2514,1.0,1.0,0.0,73.0,2.0,6.0,1.0,5.0,3.0,7.0,2.0,,240.202,1.0
2515,1.0,1.0,0.0,62.0,2.0,6.0,1.0,6.0,4.0,5.0,2.0,2.0,292.762,1.0
2516,2.0,2.0,0.0,78.0,1.0,6.0,1.0,1.0,9.0,7.0,2.0,,611.89,1.5
2517,4.0,4.0,0.0,51.0,1.0,2.0,1.0,1.0,6.0,5.0,2.0,2.0,1165.47,2.5
2518,1.0,1.0,0.0,68.0,2.0,6.0,1.0,5.0,2.0,7.0,2.0,,261.86,1.0
2519,2.0,1.0,1.0,26.0,2.0,3.0,1.0,4.0,3.0,3.0,1.0,2.0,382.16,1.3
2520,2.0,2.0,0.0,77.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,,255.704,1.5
2521,1.0,1.0,0.0,59.0,2.0,7.0,1.0,5.0,11.0,7.0,2.0,3.0,35.192,1.0
2522,2.0,2.0,0.0,56.0,1.0,1.0,1.0,1.0,9.0,7.0,2.0,1.0,1630.56,1.5
2523,5.0,4.0,1.0,48.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,1608.49,2.8
2524,3.0,2.0,1.0,27.0,2.0,2.0,1.0,8.0,9.0,1.0,2.0,4.0,313.35,1.8
2525,1.0,1.0,0.0,22.0,2.0,3.0,1.0,4.0,3.0,3.0,2.0,4.0,79.19,1.0
2526,3.0,2.0,1.0,31.0,1.0,2.0,1.0,1.0,6.0,5.0,2.0,5.0,408.86,1.8
2527,2.0,2.0,0.0,61.0,1.0,2.0,1.0,1.0,11.0,7.0,2.0,2.0,1103.3888,1.5
2528,3.0,3.0,0.0,50.0,1.0,2.0,1.0,1.0,2.0,7.0,2.0,5.0,1213.1576,2.0
2529,4.0,2.0,2.0,42.0,1.0,2.0,1.0,1.0,12.0,5.0,2.0,1.0,1210.01,2.1
2530,1.0,1.0,0.0,53.0,1.0,7.0,1.0,4.0,2.0,7.0,2.0,1.0,69.52,1.0
2531,1.0,1.0,0.0,80.0,2.0,6.0,1.0,5.0,11.0,7.0,2.0,,202.702,1.0
2532,3.0,2.0,1.0,35.0,2.0,3.0,1.0,1.0,1.0,5.0,2.0,1.0,935.55,1.8
2533,4.0,4.0,0.0,56.0,1.0,2.0,1.0,1.0,10.0,5.0,2.0,2.0,1494.9482,2.5
2534,3.0,3.0,0.0,68.0,1.0,2.0,1.0,1.0,4.0,7.0,2.0,1.0,765.58,2.0
2535,3.0,2.0,1.0,30.0,2.0,7.0,1.0,4.0,9.0,2.0,2.0,3.0,352.062,2.0
2536,1.0,1.0,0.0,73.0,2.0,6.0,1.0,5.0,11.0,1.0,2.0,,144.042,1.0
2537,6.0,2.0,4.0,43.0,1.0,2.0,1.0,1.0,7.0,7.0,2.0,1.0,1380.6292307692308,2.7
2538,1.0,1.0,0.0,21.0,2.0,2.0,1.0,4.0,7.0,1.0,2.0,4.0,334.69,1.0
2539,1.0,1.0,0.0,68.0,1.0,6.0,1.0,6.0,5.0,7.0,2.0,7.0,231.82,1.0
2540,1.0,1.0,0.0,24.0,1.0,7.0,1.0,4.0,3.0,2.0,2.0,5.0,123.8,1.0
2541,2.0,1.0,1.0,42.0,2.0,2.0,1.0,6.0,6.0,5.0,1.0,1.0,790.627,1.3
2542,2.0,2.0,0.0,66.0,2.0,6.0,1.0,1.0,2.0,7.0,2.0,1.0,502.81,1.5
2543,1.0,1.0,0.0,68.0,2.0,6.0,10.0,6.0,7.0,2.0,2.0,1.0,258.492,1.0
2544,1.0,1.0,0.0,75.0,1.0,6.0,1.0,4.0,5.0,2.0,2.0,,173.07,1.0
2545,1.0,1.0,0.0,70.0,2.0,6.0,1.0,6.0,9.0,3.0,2.0,,151.692,1.0
2546,2.0,2.0,0.0,54.0,1.0,2.0,1.0,1.0,3.0,5.0,2.0,7.0,904.05,1.5
2547,1.0,1.0,0.0,80.0,2.0,6.0,1.0,5.0,2.0,7.0,2.0,,241.642,1.0
2548,1.0,1.0,0.0,69.0,1.0,6.0,1.0,4.0,11.0,7.0,2.0,1.0,385.602,1.0
2549,2.0,2.0,0.0,47.0,1.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,1047.21,1.5
2550,2.0,2.0,0.0,46.0,2.0,2.0,1.0,8.0,1.0,5.0,2.0,7.0,1120.79,1.5
2551,2.0,2.0,0.0,60.0,1.0,2.0,3.0,4.0,8.0,7.0,2.0,3.0,627.9656,1.5
2552,2.0,2.0,0.0,60.0,1.0,3.0,1.0,1.0,9.0,7.0,2.0,1.0,1.93,1.5
2553,2.0,2.0,0.0,50.0,2.0,3.0,1.0,6.0,7.0,5.0,2.0,3.0,580.28,1.5
2554,1.0,1.0,0.0,36.0,2.0,4.0,1.0,4.0,4.0,2.0,2.0,3.0,71.0,1.0
2555,1.0,1.0,0.0,45.0,2.0,3.0,1.0,6.0,11.0,2.0,2.0,1.0,339.26,1.0
2556,2.0,2.0,0.0,64.0,1.0,7.0,1.0,1.0,5.0,7.0,2.0,8.0,312.98,1.5
2557,2.0,2.0,0.0,67.0,1.0,6.0,1.0,1.0,7.0,7.0,2.0,1.0,887.48,1.5
2558,4.0,3.0,1.0,50.0,2.0,3.0,1.0,1.0,2.0,5.0,2.0,3.0,624.664,2.5
2559,1.0,1.0,0.0,44.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,5.0,226.0,1.0
2560,1.0,1.0,0.0,51.0,2.0,2.0,1.0,6.0,12.0,5.0,2.0,1.0,538.26,1.0
2561,2.0,2.0,0.0,80.0,1.0,6.0,1.0,5.0,5.0,7.0,2.0,,486.55,1.5
2562,4.0,2.0,2.0,49.0,1.0,2.0,1.0,1.0,2.0,5.0,2.0,4.0,1074.5336,2.1
2563,2.0,2.0,0.0,49.0,1.0,4.0,1.0,1.0,11.0,1.0,2.0,7.0,199.4,1.5
2564,4.0,2.0,2.0,41.0,2.0,3.0,1.0,7.0,3.0,7.0,1.0,4.0,410.39,2.3
2565,1.0,1.0,0.0,62.0,2.0,1.0,1.0,5.0,6.0,7.0,2.0,5.0,538.46,1.0
2566,2.0,2.0,0.0,29.0,2.0,2.0,1.0,3.0,2.0,5.0,2.0,1.0,842.66,1.5
2567,4.0,1.0,3.0,30.0,2.0,7.0,1.0,4.0,2.0,2.0,1.0,,270.6,1.9
2568,4.0,2.0,2.0,39.0,1.0,2.0,1.0,1.0,8.0,5.0,2.0,1.0,1288.9,2.1
2569,2.0,2.0,0.0,54.0,1.0,2.0,1.0,1.0,8.0,5.0,2.0,2.0,1011.6376,1.5
2570,5.0,4.0,1.0,32.0,1.0,2.0,3.0,1.0,6.0,3.0,2.0,1.0,1089.0518,2.8
2571,2.0,2.0,0.0,53.0,1.0,1.0,1.0,1.0,10.0,3.0,2.0,6.0,394.2,1.5
2572,3.0,2.0,1.0,54.0,1.0,2.0,1.0,3.0,6.0,3.0,2.0,1.0,1101.79,1.8
2573,4.0,2.0,2.0,33.0,2.0,3.0,1.0,1.0,2.0,5.0,2.0,5.0,787.03,2.1
2574,2.0,2.0,0.0,63.0,1.0,7.0,1.0,1.0,4.0,7.0,2.0,5.0,234.87,1.5
2575,2.0,2.0,0.0,60.0,2.0,2.0,1.0,1.0,11.0,7.0,2.0,2.0,638.4,1.5
2576,3.0,1.0,2.0,26.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,5.0,500.34,1.6
2577,2.0,2.0,0.0,68.0,1.0,6.0,1.0,1.0,9.0,7.0,2.0,2.0,586.684,1.5
2578,5.0,2.0,3.0,33.0,2.0,2.0,1.0,1.0,8.0,3.0,2.0,1.0,787.74,2.4
2579,2.0,2.0,0.0,65.0,2.0,6.0,1.0,6.0,6.0,7.0,2.0,,620.922,1.5
2580,1.0,1.0,0.0,35.0,2.0,3.0,3.0,4.0,5.0,5.0,2.0,1.0,456.5,1.0
2581,4.0,2.0,2.0,38.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,676.1464,2.1
2582,4.0,2.0,2.0,37.0,2.0,3.0,2.0,4.0,4.0,1.0,1.0,3.0,324.06,2.3
2583,4.0,3.0,1.0,49.0,1.0,2.0,1.0,3.0,8.0,5.0,2.0,1.0,719.83,2.5
2584,3.0,3.0,0.0,41.0,1.0,2.0,1.0,1.0,4.0,5.0,2.0,4.0,682.88,2.0
2585,5.0,3.0,2.0,48.0,1.0,2.0,1.0,1.0,7.0,5.0,2.0,5.0,1032.54,2.8
2586,4.0,2.0,2.0,39.0,1.0,7.0,1.0,1.0,4.0,3.0,2.0,1.0,466.74,2.1
2587,2.0,2.0,0.0,37.0,1.0,2.0,1.0,1.0,12.0,3.0,2.0,5.0,567.67,1.5
2588,4.0,4.0,0.0,61.0,1.0,3.0,1.0,1.0,3.0,7.0,2.0,,582.842,2.5
2589,2.0,2.0,0.0,72.0,2.0,6.0,1.0,5.0,11.0,2.0,2.0,,587.812,1.5
2590,2.0,2.0,0.0,29.0,1.0,3.0,1.0,3.0,8.0,3.0,2.0,1.0,873.86,1.5
2591,2.0,2.0,0.0,57.0,2.0,1.0,1.0,1.0,1.0,7.0,2.0,2.0,1334.622,1.5
2592,2.0,2.0,0.0,67.0,1.0,6.0,1.0,1.0,8.0,7.0,2.0,1.0,477.816,1.5
2593,1.0,1.0,0.0,22.0,2.0,2.0,1.0,4.0,5.0,5.0,2.0,3.0,323.1,1.0
2594,2.0,1.0,1.0,45.0,2.0,7.0,1.0,4.0,1.0,2.0,1.0,,152.27,1.3
2595,4.0,2.0,2.0,42.0,2.0,2.0,1.0,1.0,3.0,5.0,2.0,5.0,864.0382,2.1
2596,2.0,1.0,1.0,48.0,2.0,5.0,1.0,4.0,11.0,1.0,1.0,2.0,99.5,1.3
2597,2.0,2.0,0.0,29.0,1.0,2.0,1.0,1.0,3.0,8.0,2.0,1.0,436.06,1.5
2598,3.0,3.0,0.0,54.0,1.0,2.0,1.0,1.0,8.0,5.0,2.0,1.0,1498.57,2.0
2599,1.0,1.0,0.0,44.0,2.0,4.0,1.0,4.0,2.0,3.0,2.0,3.0,72.0,1.0
2600,3.0,2.0,1.0,34.0,1.0,2.0,3.0,1.0,9.0,4.0,2.0,1.0,738.03,1.8
2601,4.0,2.0,2.0,44.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,1.0,1630.56,2.1
2602,1.0,1.0,0.0,66.0,1.0,6.0,1.0,6.0,2.0,7.0,2.0,2.0,360.35,1.0
2603,1.0,1.0,0.0,42.0,2.0,3.0,1.0,4.0,3.0,3.0,2.0,1.0,402.81,1.0
2604,1.0,1.0,0.0,53.0,1.0,7.0,1.0,4.0,8.0,7.0,2.0,1.0,43.35,1.0
2605,4.0,2.0,2.0,52.0,1.0,1.0,1.0,1.0,8.0,5.0,2.0,5.0,1378.04,2.1
2606,1.0,1.0,0.0,34.0,1.0,1.0,1.0,4.0,4.0,3.0,2.0,5.0,500.0,1.0
2607,4.0,4.0,0.0,61.0,2.0,7.0,3.0,5.0,7.0,8.0,1.0,1.0,752.8735384615384,2.5
2608,6.0,3.0,3.0,46.0,2.0,1.0,1.0,6.0,3.0,3.0,1.0,1.0,568.48,3.1
2609,5.0,5.0,0.0,54.0,2.0,4.0,1.0,1.0,7.0,5.0,2.0,5.0,566.042,3.0
2610,2.0,2.0,0.0,47.0,1.0,2.0,1.0,1.0,5.0,5.0,2.0,5.0,775.293,1.5
2611,6.0,6.0,0.0,21.0,2.0,3.0,1.0,4.0,5.0,4.0,2.0,3.0,1297.46,3.5
2612,2.0,2.0,0.0,61.0,2.0,3.0,1.0,1.0,8.0,7.0,2.0,7.0,808.49,1.5
2613,2.0,2.0,0.0,38.0,1.0,2.0,1.0,3.0,2.0,5.0,2.0,7.0,698.81,1.5
2614,2.0,2.0,0.0,48.0,2.0,1.0,1.0,1.0,7.0,4.0,2.0,,512.5,1.5
2615,2.0,2.0,0.0,72.0,2.0,6.0,1.0,5.0,2.0,2.0,2.0,,668.302,1.5
2616,2.0,2.0,0.0,80.0,1.0,6.0,1.0,1.0,8.0,7.0,2.0,,1184.984,1.5
2617,4.0,4.0,0.0,45.0,1.0,1.0,1.0,1.0,8.0,5.0,2.0,5.0,598.15,2.5
2618,1.0,1.0,0.0,41.0,2.0,7.0,10.0,4.0,7.0,1.0,2.0,1.0,70.0,1.0
2619,2.0,2.0,0.0,60.0,1.0,2.0,1.0,1.0,10.0,7.0,2.0,1.0,1235.47,1.5
2620,2.0,2.0,0.0,75.0,1.0,6.0,1.0,1.0,8.0,7.0,2.0,,394.962,1.5
2621,2.0,2.0,0.0,64.0,1.0,7.0,1.0,4.0,2.0,1.0,2.0,7.0,452.562,1.5
2622,1.0,1.0,0.0,44.0,1.0,2.0,1.0,6.0,8.0,6.0,2.0,1.0,708.93,1.0
2623,4.0,2.0,2.0,41.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,994.84,2.1
2624,1.0,1.0,0.0,80.0,1.0,6.0,1.0,5.0,2.0,7.0,2.0,,230.292,1.0
2625,2.0,2.0,0.0,27.0,2.0,2.0,1.0,1.0,8.0,5.0,2.0,5.0,535.54,1.5
2626,2.0,2.0,0.0,75.0,1.0,6.0,1.0,1.0,3.0,7.0,2.0,,638.792,1.5
2627,2.0,1.0,1.0,40.0,1.0,2.0,1.0,7.0,10.0,5.0,1.0,3.0,592.36,1.3
2628,2.0,2.0,0.0,45.0,2.0,2.0,1.0,6.0,2.0,5.0,2.0,1.0,435.6644,1.5
2629,2.0,2.0,0.0,40.0,2.0,2.0,1.0,4.0,4.0,5.0,1.0,1.0,712.93,1.5
2630,7.0,2.0,5.0,32.0,2.0,7.0,1.0,6.0,4.0,1.0,2.0,7.0,670.15,3.0
2631,2.0,2.0,0.0,72.0,1.0,1.0,1.0,1.0,7.0,3.0,2.0,,1630.56,1.5
2632,4.0,3.0,1.0,74.0,2.0,3.0,1.0,5.0,10.0,7.0,2.0,,493.152,2.3
2633,3.0,3.0,0.0,68.0,1.0,6.0,1.0,1.0,6.0,3.0,2.0,2.0,399.04,2.0
2634,2.0,2.0,0.0,63.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,5.0,1021.96,1.5
2635,2.0,2.0,0.0,74.0,1.0,6.0,1.0,1.0,2.0,3.0,2.0,,417.232,1.5
2636,1.0,1.0,0.0,34.0,2.0,2.0,1.0,7.0,4.0,5.0,2.0,1.0,618.09,1.0
2637,8.0,4.0,4.0,39.0,1.0,2.0,3.0,1.0,3.0,5.0,2.0,2.0,1032.7156,3.7
2638,3.0,3.0,0.0,52.0,2.0,7.0,1.0,6.0,3.0,1.0,1.0,,162.2,2.0
2639,3.0,2.0,1.0,48.0,1.0,2.0,1.0,1.0,11.0,5.0,2.0,7.0,973.26,2.0
2640,3.0,3.0,0.0,53.0,2.0,2.0,1.0,3.0,2.0,5.0,2.0,5.0,856.1808,2.0
2641,1.0,1.0,0.0,41.0,2.0,2.0,2.0,4.0,6.0,5.0,2.0,1.0,694.1644,1.0
2642,2.0,2.0,0.0,80.0,1.0,6.0,1.0,1.0,2.0,7.0,2.0,,467.174,1.5
2643,3.0,2.0,1.0,46.0,1.0,2.0,1.0,1.0,2.0,5.0,2.0,5.0,684.75,2.0
2644,5.0,2.0,3.0,40.0,1.0,1.0,1.0,1.0,9.0,2.0,2.0,1.0,563.15,2.6
2645,3.0,1.0,2.0,26.0,2.0,4.0,1.0,4.0,6.0,2.0,1.0,5.0,218.0,1.6
2646,1.0,1.0,0.0,68.0,2.0,6.0,1.0,5.0,1.0,7.0,2.0,2.0,1341.732,1.0
2647,2.0,2.0,0.0,69.0,1.0,6.0,1.0,1.0,2.0,7.0,2.0,3.0,614.1,1.5
2648,1.0,1.0,0.0,65.0,1.0,6.0,1.0,4.0,2.0,3.0,2.0,,201.002,1.0
2649,1.0,1.0,0.0,42.0,1.0,2.0,1.0,6.0,8.0,5.0,2.0,7.0,535.58,1.0
2650,3.0,2.0,1.0,39.0,2.0,2.0,1.0,1.0,7.0,7.0,2.0,2.0,1551.11,1.8
2651,1.0,1.0,0.0,36.0,2.0,2.0,1.0,4.0,9.0,3.0,2.0,1.0,574.32,1.0
2652,3.0,3.0,0.0,65.0,2.0,6.0,1.0,5.0,5.0,7.0,2.0,,825.65,2.0
2653,2.0,2.0,0.0,73.0,2.0,3.0,1.0,3.0,4.0,7.0,2.0,,467.772,1.5
2654,2.0,2.0,0.0,67.0,1.0,6.0,1.0,1.0,11.0,7.0,2.0,2.0,495.97,1.5
2655,1.0,1.0,0.0,80.0,2.0,6.0,1.0,5.0,11.0,7.0,2.0,,214.042,1.0
2656,3.0,1.0,2.0,43.0,2.0,7.0,1.0,6.0,10.0,3.0,1.0,6.0,299.1,1.6
2657,1.0,1.0,0.0,69.0,1.0,6.0,1.0,4.0,10.0,7.0,2.0,1.0,577.152,1.0
2658,1.0,1.0,0.0,70.0,2.0,6.0,1.0,6.0,2.0,2.0,2.0,,118.522,1.0
2659,1.0,1.0,0.0,78.0,2.0,6.0,1.0,5.0,3.0,7.0,2.0,,411.752,1.0
2660,2.0,2.0,0.0,33.0,1.0,2.0,1.0,1.0,3.0,7.0,2.0,1.0,1115.2024,1.5
2661,1.0,1.0,0.0,75.0,1.0,6.0,1.0,5.0,2.0,7.0,2.0,,210.882,1.0
2662,4.0,2.0,2.0,24.0,1.0,2.0,1.0,3.0,4.0,1.0,2.0,5.0,330.5,2.1
2663,2.0,2.0,0.0,75.0,1.0,6.0,1.0,1.0,9.0,2.0,2.0,,431.384,1.5
2664,4.0,2.0,2.0,47.0,1.0,2.0,1.0,1.0,9.0,5.0,2.0,1.0,835.4936,2.1
2665,2.0,2.0,0.0,54.0,1.0,2.0,1.0,1.0,8.0,5.0,2.0,7.0,959.7,1.5
2666,2.0,2.0,0.0,80.0,1.0,1.0,1.0,1.0,2.0,7.0,2.0,,1033.252,1.5
2667,7.0,4.0,3.0,50.0,2.0,2.0,1.0,6.0,8.0,3.0,2.0,5.0,1611.0674,3.4
2668,4.0,2.0,2.0,35.0,1.0,7.0,10.0,1.0,1.0,4.0,2.0,8.0,120.0,2.1
2669,4.0,2.0,2.0,39.0,2.0,2.0,3.0,1.0,8.0,3.0,2.0,1.0,725.96,2.1
2670,2.0,2.0,0.0,68.0,1.0,6.0,1.0,1.0,8.0,7.0,2.0,5.0,274.34,1.5
2671,6.0,5.0,1.0,40.0,1.0,2.0,1.0,1.0,8.0,5.0,2.0,5.0,1547.86,3.3
2672,1.0,1.0,0.0,60.0,1.0,2.0,1.0,6.0,2.0,5.0,2.0,8.0,366.99,1.0
2673,2.0,2.0,0.0,45.0,2.0,3.0,1.0,4.0,3.0,5.0,2.0,7.0,340.48,1.5
2674,4.0,3.0,1.0,44.0,1.0,2.0,1.0,1.0,8.0,5.0,2.0,1.0,1379.04,2.3
2675,3.0,3.0,0.0,64.0,1.0,2.0,1.0,1.0,2.0,7.0,2.0,5.0,780.94,2.0
2676,1.0,1.0,0.0,80.0,2.0,6.0,1.0,5.0,1.0,8.0,2.0,,155.412,1.0
2677,3.0,3.0,0.0,67.0,1.0,6.0,1.0,1.0,2.0,7.0,2.0,2.0,1371.456,2.0
2678,2.0,2.0,0.0,46.0,2.0,7.0,1.0,3.0,3.0,2.0,2.0,,326.19,1.5
2679,2.0,2.0,0.0,29.0,2.0,2.0,1.0,1.0,6.0,5.0,2.0,1.0,972.18,1.5
2680,2.0,2.0,0.0,21.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,5.0,735.49,1.5
2681,1.0,1.0,0.0,56.0,2.0,7.0,1.0,4.0,12.0,1.0,2.0,,139.0,1.0
2682,4.0,2.0,2.0,39.0,2.0,3.0,3.0,1.0,7.0,1.0,2.0,6.0,592.5,2.1
2683,4.0,4.0,0.0,57.0,1.0,2.0,1.0,1.0,4.0,7.0,2.0,7.0,1464.71,2.5
2684,3.0,2.0,1.0,42.0,1.0,2.0,1.0,1.0,3.0,5.0,2.0,3.0,801.9476,1.8
2685,5.0,4.0,1.0,51.0,2.0,2.0,1.0,1.0,6.0,7.0,2.0,1.0,1630.56,3.0
2686,1.0,1.0,0.0,68.0,1.0,2.0,1.0,5.0,4.0,7.0,2.0,,672.39,1.0
2687,1.0,1.0,0.0,75.0,2.0,6.0,1.0,4.0,12.0,7.0,2.0,,393.652,1.0
2688,4.0,4.0,0.0,47.0,1.0,2.0,3.0,1.0,5.0,5.0,2.0,1.0,1630.56,1.5
2689,2.0,2.0,0.0,76.0,1.0,6.0,1.0,1.0,11.0,3.0,2.0,,617.134,1.5
2690,3.0,2.0,1.0,41.0,1.0,3.0,1.0,1.0,11.0,5.0,2.0,7.0,808.1954,1.8
2691,2.0,2.0,0.0,80.0,1.0,6.0,1.0,1.0,5.0,7.0,2.0,,461.234,1.5
2692,4.0,2.0,2.0,27.0,1.0,2.0,1.0,3.0,3.0,4.0,2.0,7.0,372.02,2.1
2693,2.0,2.0,0.0,66.0,2.0,2.0,1.0,3.0,6.0,7.0,2.0,,582.864,1.5
2694,2.0,2.0,0.0,66.0,1.0,6.0,1.0,1.0,9.0,7.0,2.0,1.0,705.58,1.5
2695,4.0,4.0,0.0,49.0,1.0,2.0,1.0,1.0,5.0,5.0,2.0,5.0,1140.9724,2.5
2696,1.0,1.0,0.0,39.0,1.0,2.0,1.0,6.0,8.0,3.0,2.0,3.0,651.88,1.0
2697,1.0,1.0,0.0,38.0,1.0,1.0,1.0,7.0,5.0,2.0,2.0,,84.15,1.0
2698,2.0,2.0,0.0,62.0,1.0,2.0,1.0,1.0,3.0,7.0,2.0,5.0,380.0,1.5
2699,4.0,2.0,2.0,35.0,1.0,2.0,1.0,1.0,4.0,5.0,2.0,3.0,1274.71,2.1
2700,1.0,1.0,0.0,69.0,1.0,6.0,1.0,6.0,8.0,7.0,2.0,2.0,396.16,1.0
2701,1.0,1.0,0.0,79.0,2.0,6.0,1.0,5.0,9.0,3.0,2.0,,230.042,1.0
2702,1.0,1.0,0.0,46.0,1.0,2.0,1.0,4.0,8.0,3.0,2.0,7.0,628.27,1.0
2703,4.0,2.0,2.0,42.0,1.0,2.0,1.0,1.0,5.0,5.0,2.0,2.0,501.49,2.1
2704,3.0,2.0,1.0,37.0,1.0,2.0,1.0,3.0,12.0,5.0,2.0,1.0,1015.32,1.8
2705,2.0,2.0,0.0,27.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,7.0,511.96,1.5
2706,2.0,2.0,0.0,77.0,1.0,6.0,1.0,1.0,8.0,7.0,2.0,,419.174,1.5
2707,1.0,1.0,0.0,77.0,2.0,6.0,1.0,5.0,4.0,7.0,2.0,,217.502,1.0
2708,1.0,1.0,0.0,71.0,1.0,1.0,1.0,5.0,4.0,7.0,2.0,,539.142,1.0
2709,4.0,2.0,2.0,32.0,1.0,2.0,1.0,1.0,8.0,3.0,2.0,2.0,681.76,2.1
2710,2.0,2.0,0.0,49.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,5.0,450.802,1.5
2711,2.0,2.0,0.0,70.0,2.0,6.0,1.0,1.0,4.0,3.0,2.0,,230.032,1.5
2712,2.0,2.0,0.0,28.0,2.0,2.0,1.0,3.0,11.0,5.0,2.0,1.0,915.0276,1.5
2713,3.0,1.0,2.0,42.0,2.0,1.0,4.0,6.0,7.0,2.0,1.0,1.0,273.14,1.6
2714,2.0,2.0,0.0,80.0,1.0,6.0,1.0,1.0,5.0,7.0,2.0,,344.394,1.5
2715,2.0,2.0,0.0,73.0,1.0,6.0,1.0,1.0,7.0,7.0,2.0,,716.792,1.5
