scenario,poverty_rate_anchored_%,poverty_rate_relative_%,baseline_median_eq,after_median_eq
FullUBI,0.27274498344048315,9.857782972920319,243.275,499.20338461538466
AutomationDividend,2.435223066432885,14.494447691408533,243.275,399.9384615384615
GMI,0.0,19.501266315994545,243.275,333.55266666666665
